Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Sex_F,Sex_I,Sex_M,Age_pred,Error
0.4125,0.3125,0.0625,0.5953395,0.21262125,0.15592225,0.1417475,4,0,1,0,4.0,0.0
0.4,0.325,0.075,0.5953395,0.21262125,0.12757275,0.1417475,3,0,1,0,4.0,-1.0
1.7625,1.4125,1.2875,62.652395,31.39707125,11.63746975,14.514944,12,0,0,1,11.0,1.0
0.4,0.325,0.075,0.75126175,0.35436875,0.1417475,0.26932025,4,0,1,0,4.0,0.0
1.8,1.4625,0.625,62.35472525,31.39707125,11.5949455,15.819021,9,1,0,0,11.0,-2.0
0.375,0.325,0.0625,0.680388,0.18427175,0.09922325,0.226796,5,0,1,0,4.0,1.0
0.575,0.4125,0.075,1.43164975,0.5386405,0.2551455,0.4252425,4,0,1,0,4.0,0.0
1.75,1.3875,0.625,47.230267,19.6462035,12.700576,12.190285,13,0,0,1,17.0,-4.0
0.4375,0.3375,0.0625,0.97805775,0.3118445,0.21262125,0.283495,4,0,1,0,4.0,0.0
0.5375,0.375,0.075,0.75126175,0.35436875,0.18427175,0.18427175,4,0,1,0,4.0,0.0
0.525,0.375,0.0,2.8632995,1.20485375,0.4252425,0.4252425,4,0,1,0,4.0,0.0
0.475,0.3375,0.0625,0.7654365,0.340194,0.15592225,0.283495,3,0,1,0,4.0,-1.0
0.4625,0.325,0.0,0.89300925,0.35436875,0.1417475,0.26932025,7,0,1,0,5.0,2.0
1.6125,1.4,0.625,63.9281225,18.32795175,11.90679,22.60872625,17,1,0,0,15.0,2.0
1.575,1.225,0.625,36.4291075,16.9813505,8.66077225,9.7238785,9,1,0,0,17.0,-8.0
0.425,0.325,0.0625,0.3685435,0.26932025,0.15592225,0.24097075,4,0,1,0,4.0,0.0
0.4625,0.3875,0.0625,0.66621325,0.2551455,0.1417475,0.1417475,4,0,1,0,4.0,0.0
1.5875,1.2375,0.0375,32.78619675,14.50076925,8.17883075,8.731646,10,1,0,0,12.0,-2.0
0.4,0.3375,0.075,0.77961125,0.21262125,0.21262125,0.396893,4,0,1,0,4.0,0.0
0.6375,0.4375,0.0,1.77184375,0.63786375,0.396893,0.4625252425,3,0,1,0,4.0,-1.0
0.475,0.325,0.075,0.83631025,0.43941725,0.4252425,0.283495,4,0,0,1,5.0,-1.0
0.5125,0.35,0.0375,0.86465975,0.3118445,0.21262125,0.283495,4,0,1,0,4.0,0.0
0.5125,0.35,0.0625,1.09145575,0.43941725,0.15592225,0.283495,5,0,0,1,4.0,1.0
0.575,0.4,0.0,1.304077,0.46776675,0.340194,0.38271825,3,0,1,0,4.0,-1.0
0.3875,0.35,0.075,0.396893,0.12757275,0.09922325,0.1417475,4,0,1,0,4.0,0.0
0.4,0.3125,0.0625,0.55281525,0.21262125,0.09922325,0.1417475,7,0,1,0,4.0,3.0
1.5875,1.2375,0.0375,32.78619675,14.50076925,8.731646,8.17883075,12,1,0,0,12.0,0.0
0.4375,0.325,0.075,0.89300925,0.35436875,0.29766975,0.35436875,8,0,1,0,5.0,3.0
0.525,0.3375,0.025,1.644271,0.5386405,0.226796,0.3118445,4,0,1,0,4.0,0.0
0.5125,0.35,0.0625,0.77961125,0.35436875,0.226796,0.2551455,5,0,1,0,4.0,1.0
0.7375,0.5375,0.0,3.515338,1.63009625,0.737087,0.8788345,2,0,1,0,4.0,-2.0
1.5875,1.2375,0.0375,32.78619675,14.50076925,7.711064,8.731646,13,1,0,0,13.0,0.0
0.5,0.4,0.0,1.31825175,0.41106775,0.226796,0.283495,4,0,1,0,4.0,0.0
0.5375,0.4,0.0625,1.190679,0.226796,0.09922325,0.226796,4,0,1,0,4.0,0.0
0.5375,0.375,0.0625,1.09145575,0.46776675,0.1417475,0.4252425,7,0,1,0,4.0,3.0
0.4375,0.3625,0.0,1.077281,0.46776675,0.18427175,0.2551455,4,0,1,0,4.0,0.0
0.475,0.3375,0.0625,0.907184,0.3118445,0.18427175,0.283495,4,0,1,0,4.0,0.0
1.8375,1.4875,0.625,71.0154975,34.699788,11.566596,17.57669,14,1,0,0,13.0,1.0
0.4625,0.35,0.0625,0.66621325,0.21262125,0.1417475,0.1417475,4,0,1,0,4.0,0.0
1.2375,0.95,2.825,16.839603,9.412034,3.288542,3.78465825,8,1,0,0,17.0,-9.0
0.7,0.525,0.075,2.721552,1.0489315,0.56699,0.850485,5,0,1,0,4.0,1.0
0.4375,0.3375,0.0625,0.86465975,0.3118445,0.21262125,0.283495,4,0,0,1,4.0,0.0
0.45,0.3125,0.075,0.510291,0.21262125,0.21262125,0.26932025,5,0,1,0,4.0,1.0
0.4875,0.325,0.075,0.680388,0.35436875,0.18427175,0.283495,4,0,1,0,4.0,0.0
0.6875,0.5,0.0375,2.99087225,1.2757275,0.49611625,0.9922325,2,0,1,0,4.0,-2.0
1.775,1.4125,0.625,61.6034635,28.73221825,13.93377925,22.11261,10,1,0,0,11.0,-1.0
0.475,0.325,0.075,0.8221355,0.35436875,0.226796,0.29766975,4,0,1,0,4.0,0.0
0.5,0.3875,0.0625,0.49611625,0.2551455,0.18427175,0.1417475,5,0,1,0,4.0,1.0
0.475,0.35,0.0625,0.7654365,0.29766975,0.15592225,0.2551455,4,0,1,0,4.0,0.0
0.4625,0.325,0.075,0.907184,0.35436875,0.226796,0.283495,4,0,1,0,5.0,-1.0
0.475,0.325,0.075,0.97805775,0.32601925,0.15592225,0.18427175,4,0,0,1,5.0,-1.0
0.525,0.375,0.075,1.09145575,0.43941725,0.4252425,0.283495,8,0,1,0,4.0,4.0
0.4,0.3125,0.075,0.66621325,0.21262125,0.12757275,0.1417475,4,0,1,0,4.0,0.0
0.4,0.325,0.0625,0.41106775,0.18427175,0.09922325,0.1417475,4,0,1,0,4.0,0.0
0.425,0.325,0.075,0.907184,0.35436875,0.18427175,0.1984465,4,0,1,0,5.0,-1.0
1.8375,1.475,0.625,55.06890375,21.02115425,14.514944,16.44271,15,1,0,0,14.0,1.0
0.5,0.375,0.0625,1.190679,0.32601925,0.21262125,0.3118445,5,0,1,0,4.0,1.0
1.4875,1.125,0.625,36.3724085,13.4093135,7.824462,12.0485375,11,1,0,0,18.0,-7.0
0.4375,0.3625,0.0625,0.5953395,0.18427175,0.09922325,0.1417475,3,0,1,0,4.0,-1.0
0.425,0.3625,0.0625,0.77961125,0.35436875,0.15592225,0.2551455,4,0,1,0,4.0,0.0
1.85,1.4375,0.6625,63.389482,28.13687875,11.60912025,16.556108,11,0,0,1,11.0,0.0
0.55,0.425,0.0625,1.077281,0.21262125,0.1417475,0.26932025,4,0,1,0,4.0,0.0
0.475,0.35,0.075,0.89300925,0.29766975,0.1417475,0.35436875,3,0,1,0,4.0,-1.0
0.475,0.3125,0.075,0.680388,0.21262125,0.12757275,0.283495,4,0,1,0,4.0,0.0
0.7875,0.575,0.0,3.6003865,1.360776,1.13398,1.13398,9,0,1,0,6.0,3.0
0.6,0.45,0.0625,2.59397925,0.97805775,0.60951425,0.7087375,6,0,1,0,4.0,2.0
1.7625,1.3875,0.625,58.7685135,21.262125,9.65300475,21.54562,20,0,0,1,15.0,5.0
0.425,0.325,0.0625,0.963883,0.340194,0.09922325,0.226796,6,0,1,0,5.0,1.0
0.475,0.325,0.075,0.89300925,0.35436875,0.21262125,0.27990225,4,0,1,0,5.0,-1.0
1.6125,1.2375,0.0375,32.5168765,14.50076925,8.17883075,9.63883,10,1,0,0,12.0,-2.0
0.475,0.375,0.075,0.89300925,0.4252425,0.18427175,0.3118445,5,0,0,1,4.0,1.0
0.475,0.3125,0.075,0.66621325,0.226796,0.09922325,0.226796,8,0,1,0,4.0,4.0
0.475,0.325,0.0625,0.75126175,0.2551455,0.1417475,0.2551455,4,0,1,0,4.0,0.0
0.4375,0.325,0.075,0.8221355,0.35436875,0.226796,0.283495,4,0,1,0,4.0,0.0
0.4625,0.3375,0.0625,0.86465975,0.3118445,0.21262125,0.283495,4,0,1,0,4.0,0.0
0.6,0.4375,0.0,1.8994165,0.75126175,0.396893,0.5953395,4,0,1,0,4.0,0.0
0.4,0.325,0.075,0.963883,0.41106775,0.226796,0.283495,5,0,0,1,5.0,0.0
0.4375,0.325,0.075,0.8221355,0.35436875,0.18427175,0.283495,5,0,1,0,4.0,1.0
0.4625,0.325,0.0625,0.907184,0.41106775,0.18427175,0.283495,5,0,1,0,5.0,0.0
0.4,0.325,0.0625,0.5953395,0.18427175,0.09922325,0.1417475,4,0,1,0,4.0,0.0
0.5,0.3625,0.0625,1.54504775,0.46776675,0.18427175,0.29766975,5,0,1,0,4.0,1.0
0.425,0.325,0.0625,0.77961125,0.2551455,0.226796,0.2551455,5,0,1,0,4.0,1.0
0.375,0.325,0.075,0.66621325,0.226796,0.226796,0.226796,4,0,1,0,4.0,0.0
0.475,0.375,0.0625,1.304077,0.5386405,0.35436875,0.3685435,3,0,1,0,4.0,-1.0
0.4125,0.325,0.075,0.89300925,0.21262125,0.12757275,0.283495,6,0,1,0,5.0,1.0
0.525,0.325,0.0625,0.29766975,0.18427175,0.226796,0.07087375,6,0,1,0,4.0,2.0
0.6625,0.5,0.0,2.721552,1.0489315,0.63786375,0.850485,4,0,1,0,4.0,0.0
0.4,0.3125,0.0625,0.66621325,0.18427175,0.056699,0.226796,4,0,1,0,4.0,0.0
0.5375,0.375,0.0625,1.09145575,0.46776675,0.1417475,0.340194,3,0,1,0,4.0,-1.0
0.5625,0.475,0.075,1.6726205,0.7654365,0.35436875,0.4252425,3,0,1,0,4.0,-1.0
0.4625,0.3375,0.0625,0.7654365,0.21262125,0.1417475,0.1417475,3,0,1,0,4.0,-1.0
1.825,1.4125,0.625,63.105987,25.24522975,11.90679,17.57669,10,1,0,0,12.0,-2.0
1.8,1.4375,0.775,62.652395,29.10076175,13.60776,14.514944,13,1,0,0,11.0,2.0
0.4,0.3375,0.075,0.510291,0.35436875,0.21262125,0.2551455,4,0,1,0,4.0,0.0
0.425,0.3125,0.075,0.680388,0.3118445,0.226796,0.340194,4,0,1,0,4.0,0.0
0.5375,0.4125,0.0,1.06310625,0.510291,0.340194,0.4252425,4,0,1,0,4.0,0.0
0.475,0.3875,0.075,0.83631025,0.43941725,0.4252425,0.4252425,7,0,0,1,4.0,3.0
0.6875,0.5125,0.0,2.8066005,1.020582,0.52446575,0.850485,5,0,1,0,4.0,1.0
0.4,0.3125,0.0625,0.4252425,0.21262125,0.12757275,0.1417475,4,0,1,0,4.0,0.0
0.5,0.375,0.075,1.304077,0.46776675,0.18427175,0.4252425,5,0,1,0,4.0,1.0
0.825,0.5625,0.0,5.443104,2.16873675,1.28990225,1.8427175,6,0,1,0,6.0,0.0
0.75,0.575,0.0375,3.30271675,1.54504775,0.77961125,1.190679,7,0,1,0,6.0,1.0
0.375,0.325,0.0625,0.80796075,0.283495,0.12757275,0.1417475,5,0,1,0,4.0,1.0
0.425,0.3125,0.075,0.680388,0.2551455,0.1417475,0.226796,4,0,1,0,4.0,0.0
0.3875,0.35,0.0625,0.4252425,0.1417475,0.09922325,0.1417475,4,0,1,0,4.0,0.0
0.4,0.325,0.0625,0.55281525,0.21262125,0.1417475,0.170097,4,0,1,0,4.0,0.0
0.4125,0.3125,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4,0,1,0,4.0,0.0
1.5125,1.2125,0.625,42.297454,17.1514475,11.07047975,11.90679,14,1,0,0,18.0,-4.0
1.7625,1.35,0.625,44.91978275,18.92329125,10.2908685,13.11164375,11,0,1,0,18.0,-7.0
1.1375,0.8875,2.825,16.839603,9.412034,4.06815325,3.78465825,8,0,1,0,17.0,-9.0
1.8,1.4625,0.625,62.652395,21.0069795,10.56018875,16.8679525,20,0,0,1,18.0,2.0
1.8,1.4375,0.8125,50.6605565,23.17571625,11.963489,15.30873,14,0,0,1,16.0,-2.0
0.45,0.3625,0.075,0.86465975,0.41106775,0.21262125,0.283495,2,0,1,0,4.0,-2.0
0.325,0.325,0.075,0.8221355,0.3118445,0.226796,0.283495,4,0,1,0,4.0,0.0
0.5,0.325,0.075,0.907184,0.3685435,0.226796,0.226796,5,0,1,0,5.0,0.0
0.475,0.325,0.0,0.7654365,0.35436875,0.1417475,0.2551455,4,0,1,0,4.0,0.0
0.475,0.325,0.075,0.8221355,0.396893,0.113398,0.226796,5,0,1,0,4.0,1.0
0.375,0.325,0.075,0.43941725,0.18427175,0.12757275,0.21262125,4,0,1,0,4.0,0.0
0.4375,0.325,0.075,0.89300925,0.29766975,0.1417475,0.35436875,4,0,1,0,5.0,-1.0
0.475,0.325,0.075,0.97805775,0.41106775,0.21262125,0.283495,3,0,1,0,5.0,-2.0
0.3625,0.325,0.0625,0.510291,0.18427175,0.1417475,0.1417475,4,0,1,0,4.0,0.0
1.5875,1.1875,0.0375,32.78619675,14.50076925,7.29999625,8.17883075,11,0,0,1,13.0,-2.0
0.475,0.35,0.0625,0.963883,0.2551455,0.1417475,0.2551455,7,0,1,0,4.0,3.0
0.475,0.325,0.075,0.75126175,0.2551455,0.1417475,0.2551455,4,0,1,0,4.0,0.0
0.5125,0.375,0.075,0.66621325,0.2551455,0.226796,0.226796,4,0,1,0,4.0,0.0
0.625,0.4375,0.0,1.74349425,0.58116475,0.26932025,0.56699,4,0,1,0,4.0,0.0
0.4,0.3125,0.0,0.5953395,0.21262125,0.12757275,0.1417475,4,0,1,0,4.0,0.0
0.4,0.3125,0.0625,0.5953395,0.21262125,0.12757275,0.21262125,5,0,1,0,4.0,1.0
0.575,0.4375,0.0,1.82854275,0.60951425,0.49611625,0.60951425,4,0,1,0,4.0,0.0
0.4,0.3375,0.075,0.6520385,0.2551455,0.15592225,0.226796,4,0,1,0,4.0,0.0
0.925,0.6875,0.0,6.3219385,2.778251,1.06310625,2.1262125,9,0,1,0,13.0,-4.0
0.45,0.325,0.075,0.77961125,0.35436875,0.283495,0.2551455,4,0,1,0,4.0,0.0
0.725,0.5375,0.0,3.72795925,1.5025235,0.7654365,1.1623295,3,0,1,0,4.0,-1.0
0.4625,0.325,0.075,0.83631025,0.43941725,0.4252425,0.283495,4,0,1,0,5.0,-1.0
0.4,0.35,0.05,0.49611625,0.1417475,0.09922325,0.1417475,4,0,1,0,4.0,0.0
0.5,0.3875,0.075,1.82854275,0.60951425,0.2551455,0.43941725,5,0,1,0,4.0,1.0
0.5875,0.4375,0.0,1.99863975,0.83631025,0.35436875,0.56699,4,0,1,0,4.0,0.0
0.4125,0.3125,0.0625,0.510291,0.21262125,0.1417475,0.1417475,3,0,1,0,4.0,-1.0
0.5375,0.3875,0.075,1.09145575,0.32601925,0.1417475,0.283495,3,0,1,0,4.0,-1.0
0.4375,0.325,0.075,0.89300925,0.29766975,0.18427175,0.35436875,5,0,1,0,5.0,0.0
0.475,0.325,0.075,0.8221355,0.4252425,0.1417475,0.283495,4,0,1,0,4.0,0.0
0.4,0.3125,0.0625,0.793786,0.2551455,0.21262125,0.226796,4,0,1,0,5.0,-1.0
0.4,0.325,0.075,0.9355335,0.41106775,0.226796,0.283495,7,0,1,0,5.0,2.0
0.5375,0.3875,0.0625,0.680388,0.35436875,0.1417475,0.21262125,3,0,0,1,4.0,-1.0
1.8375,1.425,0.7625,62.652395,29.80949925,11.7083435,14.17475,12,0,0,1,11.0,1.0
1.85,1.4375,0.4625,62.3972495,30.09299425,14.84096325,14.9827108,13,0,0,1,11.0,2.0
1.775,1.4125,0.5125,64.33919025,20.68096025,11.5382465,17.0097,11,1,0,0,18.0,-7.0
1.8,1.45,0.5375,62.652395,30.34813975,10.8578585,14.2030995,12,1,0,0,11.0,1.0
1.8375,1.4125,0.525,64.33919025,32.04910975,11.49572225,18.5122235,15,1,0,0,13.0,2.0
1.8125,1.425,0.475,72.291225,30.34813975,13.6928085,20.5533875,13,0,0,1,13.0,0.0
1.8625,1.4125,0.4875,70.8454005,29.66775175,13.380964,19.84465,16,0,0,1,13.0,3.0
1.8875,1.4375,0.5375,61.6034635,26.97454925,13.93377925,14.458245,13,0,0,1,13.0,0.0
1.725,1.5125,0.525,61.6034635,22.7079495,11.9351395,17.0097,12,0,0,1,15.0,-3.0
1.8125,1.425,0.5,72.4329725,33.18308975,11.4815475,20.5533875,13,1,0,0,13.0,0.0
1.95,1.4125,0.5375,72.234526,33.86347775,14.84096325,17.0380495,10,1,0,0,12.0,-2.0
1.875,1.425,0.5125,64.16909325,23.2749395,11.9918385,20.581737,10,0,0,1,13.0,-3.0
1.7375,1.5,0.5375,63.9281225,26.251637,13.891255,16.44271,16,0,0,1,14.0,2.0
1.7875,1.3875,0.5125,70.66112875,34.529691,12.530479,14.3164975,11,1,0,0,11.0,0.0
1.8125,1.4125,0.4875,75.3246215,31.581343,14.4298955,16.08834125,12,0,0,1,12.0,0.0
1.9125,1.5,0.5,65.260549,28.5479465,14.84096325,16.3009625,13,0,0,1,12.0,1.0
1.775,1.3875,0.5375,61.6034635,32.1199835,13.22504175,14.061352,11,0,0,1,11.0,0.0
1.7875,1.375,0.5125,61.6034635,31.34037225,12.246984,14.21727425,12,0,0,1,12.0,0.0
1.775,1.4375,0.475,70.66112875,32.5168765,12.8423235,18.66814575,13,1,0,0,13.0,0.0
1.8,1.4,0.5375,61.6034635,31.6096925,14.72756525,18.313777,17,0,0,1,12.0,5.0
1.8625,1.4625,0.55,66.1393835,26.2799865,11.226402,17.7184375,12,1,0,0,13.0,-1.0
1.8,1.425,0.5375,63.105987,32.13415825,13.551061,14.458245,10,0,0,1,11.0,-1.0
1.8,1.425,0.575,62.35472525,30.34813975,14.685041,17.7184375,11,0,0,1,11.0,0.0
1.875,1.5375,0.525,71.0154975,32.47435225,14.5432935,17.293195,20,1,0,0,14.0,6.0
1.875,1.425,0.5,63.389482,25.0893075,13.73533275,14.5999925,11,1,0,0,11.0,0.0
1.8,1.425,0.5375,64.33919025,25.04678325,11.29727575,18.8524175,12,0,0,1,13.0,-1.0
1.95,1.575,0.5375,75.3246215,42.184056,14.13222575,16.612807,29,1,0,0,15.0,14.0
1.8625,1.4125,0.5375,64.33919025,25.78387025,13.380964,19.20678625,17,1,0,0,13.0,4.0
1.8,1.4125,0.475,63.105987,31.56716825,19.5895045,16.5844575,10,0,0,1,11.0,-1.0
1.8125,1.425,0.525,67.5001595,31.978236,11.283101,19.4194075,15,0,0,1,13.0,2.0
1.775,1.4125,0.525,64.16909325,35.6920205,10.829509,16.0174675,11,0,0,1,10.0,1.0
1.8,1.4125,0.525,61.6034635,26.97454925,11.38232425,15.1669825,11,0,0,1,11.0,0.0
1.8,1.4125,0.55,65.260549,28.5479465,15.592225,14.9401865,11,0,0,1,11.0,0.0
1.8,1.425,0.5,62.35472525,32.13415825,11.07047975,16.44271,11,0,0,1,11.0,0.0
1.7625,1.4125,0.5,62.652395,16.5844575,11.55242125,17.0097,19,1,0,0,18.0,1.0
1.8625,1.4125,0.5,64.33919025,25.04678325,11.29727575,18.8524175,12,0,0,1,12.0,0.0
1.8375,1.45,0.575,62.35472525,20.581737,13.67863375,25.0893075,11,0,0,1,14.0,-3.0
1.875,1.425,0.5375,63.786375,31.39707125,14.5432935,22.35358075,12,0,0,1,13.0,-1.0
1.85,1.425,0.525,71.0154975,26.932025,17.293195,16.59863225,10,1,0,0,12.0,-2.0
1.825,1.475,0.5,70.66112875,21.72989175,15.592225,13.494362,11,1,0,0,12.0,-1.0
1.7875,1.45,0.55,78.79743525,32.47435225,14.18892475,18.61144675,11,0,0,1,14.0,-3.0
1.8,1.4125,0.5375,61.6034635,22.7079495,13.93377925,18.313777,13,0,0,1,14.0,-1.0
1.7625,1.425,0.525,63.389482,31.4395955,14.72756525,15.4504775,12,1,0,0,10.0,2.0
1.8,1.4375,0.5125,67.5001595,28.10852925,14.18892475,17.690088,9,1,0,0,13.0,-4.0
1.825,1.3875,0.4875,62.652395,32.13415825,12.99824575,14.0330025,11,0,0,1,11.0,0.0
1.925,1.45,0.525,61.6034635,32.13415825,12.94154675,15.1669825,11,0,0,1,11.0,0.0
1.7625,1.4,0.5125,67.5001595,28.10852925,14.18892475,17.690088,11,1,0,0,13.0,-2.0
1.825,1.425,0.45,61.6034635,25.78387025,12.14776075,14.17475,12,1,0,0,12.0,0.0
1.8,1.4375,0.5375,63.105987,25.38697725,11.4815475,17.0097,14,1,0,0,14.0,0.0
1.8,1.45,0.575,71.0154975,29.10076175,14.911837,15.6772735,8,0,0,1,10.0,-2.0
1.8,1.425,0.5625,72.234526,32.1199835,13.19669225,16.0174675,10,1,0,0,11.0,-1.0
1.8,1.45,0.5125,67.5001595,30.37648925,13.60776,14.514944,14,0,0,1,13.0,1.0
1.8125,1.3875,0.5375,61.6034635,32.78619675,13.551061,17.916884,12,0,0,1,12.0,0.0
1.775,1.3875,0.5,61.6034635,32.47435225,10.67358675,14.0330025,12,0,0,1,11.0,1.0
1.7125,1.3625,0.475,67.5001595,30.34813975,13.891255,14.968536,13,0,0,1,11.0,2.0
1.875,1.4125,0.5625,61.90113325,21.36134825,13.1825175,25.0893075,11,0,0,1,13.0,-2.0
1.875,1.55,0.5125,70.66112875,30.40483875,13.6928085,15.6772735,16,0,0,1,13.0,3.0
1.8,1.4625,0.4375,63.105987,25.38697725,13.79203175,17.57669,15,0,1,0,13.0,2.0
1.8,1.425,0.5375,72.234526,26.7902775,15.989118,16.5844575,13,0,0,1,12.0,1.0
1.8,1.375,0.5125,70.66112875,21.92833825,11.4815475,20.5533875,14,1,0,0,15.0,-1.0
1.8,1.4125,0.475,63.37530725,31.39707125,14.7133905,14.17475,14,0,0,1,11.0,3.0
1.825,1.4375,0.5125,70.66112875,32.47435225,12.54465375,14.84096325,11,0,0,1,12.0,-1.0
1.7125,1.45,0.45,67.5001595,23.11901725,13.31009025,13.834556,9,0,0,1,11.0,-2.0
1.875,1.425,0.475,61.6034635,31.34037225,14.72756525,15.4504775,9,1,0,0,10.0,-1.0
1.8,1.4125,0.5,62.95006475,31.2694985,11.60912025,15.30873,13,0,0,1,11.0,2.0
1.8375,1.5125,0.5,65.260549,28.5479465,14.4298955,17.59086475,16,0,0,1,14.0,2.0
1.7,1.4375,0.4875,63.389482,28.22192725,11.38232425,14.84096325,12,1,0,0,11.0,1.0
1.8,1.3875,0.575,61.6034635,26.80445225,11.566596,18.427175,12,1,0,0,12.0,0.0
1.8125,1.425,0.6,63.37530725,25.0893075,11.52407175,15.7906715,12,0,0,1,11.0,1.0
1.825,1.375,0.55,63.105987,25.84056925,13.5794105,15.30873,12,1,0,0,11.0,1.0
1.925,1.5,0.5375,61.6034635,26.97454925,14.7133905,16.44271,16,0,0,1,13.0,3.0
1.8,1.425,0.5,75.3246215,24.7491135,12.47378,16.5844575,12,0,0,1,13.0,-1.0
1.8625,1.4625,0.5625,62.652395,31.34037225,15.3370795,13.87708025,13,0,0,1,11.0,2.0
1.775,1.35,0.5125,62.652395,28.16522825,12.57300325,14.5999925,11,1,0,0,10.0,1.0
1.7625,1.375,0.575,61.6034635,22.01338675,13.79203175,16.556108,11,1,0,0,13.0,-2.0
1.75,1.375,0.5,61.3766675,29.69610125,12.54465375,18.427175,18,0,0,1,13.0,5.0
1.875,1.4125,0.5375,63.786375,31.4395955,14.72756525,15.4504775,10,1,0,0,11.0,-1.0
1.7625,1.3375,0.5,61.90113325,21.262125,11.89261525,25.4295015,20,0,0,1,15.0,5.0
1.875,1.4625,0.5375,62.3972495,31.39707125,14.72756525,14.17475,10,0,0,1,12.0,-2.0
1.85,1.45,0.5125,67.5001595,23.11901725,13.22504175,13.0691195,11,0,0,1,12.0,-1.0
1.775,1.4125,0.4625,63.105987,26.26581175,11.90679,20.5533875,11,0,0,1,11.0,0.0
1.775,1.4875,0.475,64.33919025,25.0893075,13.19669225,13.891255,8,0,0,1,10.0,-2.0
1.7375,1.3375,0.5375,72.234526,16.6978555,8.49067525,21.54562,18,0,0,1,17.0,1.0
1.7375,1.4,0.55,67.5001595,32.78619675,12.984071,16.5844575,12,1,0,0,12.0,0.0
1.8,1.375,0.5125,61.6034635,32.47435225,13.22504175,14.2597985,12,0,0,1,12.0,0.0
1.9375,1.575,0.55,78.79743525,38.22930075,21.54562,16.386011,11,0,0,1,13.0,-2.0
1.95,1.5,0.5125,71.31316725,33.18308975,13.79203175,17.57669,13,0,0,1,15.0,-2.0
1.925,1.55,0.4875,71.31316725,31.62386725,18.18620425,18.200379,13,0,0,1,13.0,0.0
1.8875,1.375,0.5125,71.71106475,32.78619675,13.79203175,16.44271,11,1,0,0,13.0,-2.0
1.8625,1.475,0.5,61.6034635,21.262125,11.566596,18.313777,12,0,0,1,14.0,-2.0
1.85,1.4375,0.475,61.6034635,26.988724,14.69921575,15.03940975,11,0,0,1,11.0,0.0
1.75,1.375,0.525,63.37530725,32.47435225,11.566596,14.458245,11,0,0,1,11.0,0.0
1.7375,1.425,0.5375,64.33919025,32.034935,12.99824575,17.57669,10,1,0,0,13.0,-3.0
1.925,1.425,0.475,72.4329725,31.978236,13.551061,16.0174675,10,0,0,1,11.0,-1.0
1.85,1.4125,0.5,67.5001595,23.11901725,13.79203175,14.004653,11,1,0,0,12.0,-1.0
1.7,1.45,0.5125,67.5001595,26.988724,13.31009025,13.834556,11,0,0,1,11.0,0.0
1.7625,1.4125,0.5,62.652395,26.09571475,16.3009625,14.458245,10,1,0,0,11.0,-1.0
1.8125,1.375,0.525,63.389482,31.978236,13.39513875,14.74174,11,1,0,0,11.0,0.0
1.7625,1.3875,0.525,61.6034635,22.7079495,11.566596,18.313777,12,1,0,0,13.0,-1.0
1.6625,1.4125,0.6,62.35472525,20.53921275,13.1825175,25.0893075,16,1,0,0,15.0,1.0
1.875,1.5375,0.5125,64.16909325,23.2749395,11.9918385,20.581737,14,1,0,0,13.0,1.0
1.7375,1.4125,0.5,61.3766675,25.27357925,12.190285,17.57669,17,1,0,0,13.0,4.0
1.8375,1.425,0.525,63.37530725,25.7696955,12.94154675,17.7184375,11,1,0,0,12.0,-1.0
1.775,1.4125,0.5125,71.0154975,32.13415825,13.62193475,14.17475,13,1,0,0,12.0,1.0
1.8125,1.4375,0.55,65.87006325,21.98503725,11.850091,17.57669,17,0,0,1,15.0,2.0
1.875,1.375,0.5,63.9281225,25.911443,11.89261525,15.4504775,11,0,0,1,11.0,0.0
1.8,1.5125,0.55,71.11472075,42.184056,14.911837,19.23513575,6,0,0,1,13.0,-7.0
1.85,1.4125,0.5,67.5001595,21.89998875,13.39513875,17.56251525,14,0,0,1,13.0,1.0
1.85,1.5,0.5375,64.33919025,32.58775025,14.911837,16.44271,12,0,0,1,13.0,-1.0
1.9375,1.575,0.5375,71.31316725,32.47435225,13.2959155,17.57669,14,0,0,1,13.0,1.0
1.8125,1.575,0.575,64.16909325,19.66037825,11.5382465,17.59086475,11,1,0,0,13.0,-2.0
1.7875,1.45,0.5125,80.10151225,33.55163325,12.99824575,15.025235,11,0,0,1,12.0,-1.0
1.8375,1.4375,0.55,63.105987,25.38697725,11.4815475,17.57669,9,1,0,0,12.0,-3.0
1.8875,1.5,0.5,64.33919025,25.0893075,10.035723,16.08834125,12,0,0,1,13.0,-1.0
1.85,1.5,0.5375,70.66112875,32.47435225,16.3009625,14.84096325,11,1,0,0,12.0,-1.0
1.7375,1.4125,0.575,64.33919025,19.561155,13.891255,18.200379,20,0,0,1,14.0,6.0
1.9125,1.5,0.55,62.652395,29.10076175,14.5432935,17.27902025,10,0,0,1,13.0,-3.0
1.7375,1.375,0.4875,72.4329725,32.47435225,11.15552825,13.60776,10,0,0,1,11.0,-1.0
1.875,1.45,0.4375,72.234526,35.13920525,15.478827,14.0330025,11,0,0,1,11.0,0.0
1.7625,1.3625,0.4375,61.3766675,31.4395955,13.397469,14.514944,10,0,0,1,10.0,0.0
1.8125,1.4,0.5,62.95006475,30.7025085,13.96212875,16.556108,11,0,0,1,12.0,-1.0
